school_name,address,postal_code,type_code,nature_code,session_code,mainlevel_code,sap_ind_x,autonomous_ind_x,gifted_ind_x,ip_ind_x,latitude,longitude,cluster,school_count,sap_ind_y,autonomous_ind_y,gifted_ind_y,ip_ind_y,sap_ind_pct,autonomous_ind_pct,gifted_ind_pct,ip_ind_pct,cluster_center_lat,cluster_center_lng
ST. ANDREW'S JUNIOR SCHOOL,2 FRANCIS THOMAS DRIVE,359337,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.33140255308868,103.865117134385,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. ANDREW'S SECONDARY SCHOOL,15 FRANCIS THOMAS DRIVE,359342,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.33069360968075,103.866249138562,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVE 4,469701,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3347253730189,103.941234868202,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4,469700,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.33466313498855,103.941977166932,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. GABRIEL'S PRIMARY SCHOOL,220 Lorong Chuan,556742,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34930766795555,103.862309899986,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1,556140,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.34648798732177,103.876094163287,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD,309331,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31781476118551,103.845633334522,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. MARGARET'S SCHOOL (PRIMARY),136 SOPHIA ROAD,387724,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.32439150290682,103.881624837373,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. MARGARET'S SCHOOL (SECONDARY),111 FARRER ROAD,259240,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.31977464050584,103.809602215402,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. PATRICK'S SCHOOL,490 EAST COAST ROAD,429058,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.30788341871801,103.917638193713,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ST. STEPHEN'S SCHOOL,20 SIGLAP VIEW,455789,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31878997295135,103.917258129598,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
TANJONG KATONG GIRLS' SCHOOL,20 Dunman Lane,439272,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.3075626184394,103.896107204542,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
TAO NAN SCHOOL,49 MARINE CRESCENT,449761,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,True,False,True,False,1.30528528687321,103.911553152326,4,51,10,11,4,4,19.6,21.6,7.8,7.8,1.3307646237117037,103.87292949539535
ALEXANDRA PRIMARY SCHOOL,2A Prince Charles Crescent,159016,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.29133439161334,103.824424680531,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
ANGLO-CHINESE JUNIOR COLLEGE,25 DOVER CLOSE EAST,139745,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,False,1.30304255193392,103.785358436408,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
ANGLO-CHINESE SCHOOL (INDEPENDENT),121 DOVER ROAD,139650,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,False,False,True,True,1.30370409257783,103.780363417671,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
BENDEMEER PRIMARY SCHOOL,91 BENDEMEER ROAD,339948,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.32181250780475,103.865404167629,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
BENDEMEER SECONDARY SCHOOL,1 ST WILFRED ROAD,327919,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.32461111307996,103.860970284401,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
BLANGAH RISE PRIMARY SCHOOL,91 TELOK BLANGAH HEIGHTS,109100,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.27612047924037,103.808628535239,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
BUKIT MERAH SECONDARY SCHOOL,10 LENGKOK BAHRU,159050,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.28569283064288,103.813438929393,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
CATHOLIC JUNIOR COLLEGE,129 WHITLEY ROAD,297822,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,False,False,False,False,1.32455605783219,103.835028842353,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
CLEMENTI PRIMARY SCHOOL,8 CLEMENTI AVE 3,129903,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31506321827875,103.763144493687,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
CLEMENTI TOWN SECONDARY SCHOOL,10 CLEMENTI AVE 3,129904,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.31553912945073,103.762020598524,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
CRESCENT GIRLS' SCHOOL,357 TANGLIN ROAD,247961,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.29331947077104,103.817544461755,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
DUNMAN HIGH SCHOOL,10 TANJONG RHU ROAD,436895,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,True,True,True,True,1.29996216014962,103.88294155989,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
FAIRFIELD METHODIST SCHOOL (PRIMARY),100 DOVER ROAD,139648,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.30100441916733,103.785455606827,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
FAIRFIELD METHODIST SCHOOL (SECONDARY),102 DOVER ROAD,139649,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,True,False,False,1.30163374395823,103.784099647149,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
FARRER PARK PRIMARY SCHOOL,2 FARRER PARK ROAD,217567,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31236867681371,103.850766402965,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
GAN ENG SENG PRIMARY SCHOOL,100 REDHILL CLOSE,158901,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.28559516494962,103.815547410064,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
GAN ENG SENG SCHOOL,1 HENDERSON ROAD,159561,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.28907114485773,103.823733673089,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
HENRY PARK PRIMARY SCHOOL,1 HOLLAND GROVE ROAD,278790,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,True,False,1.31667646178347,103.784296227747,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
HWA CHONG INSTITUTION,661 BUKIT TIMAH ROAD,269734,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,True,False,False,True,1.3263580622144,103.803290365022,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
KENT RIDGE SECONDARY SCHOOL,147 WEST COAST ROAD,127368,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.30122773426098,103.764889617566,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
METHODIST GIRLS' SCHOOL (SECONDARY),11 BLACKMORE DRIVE,599986,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,True,1.33266213599636,103.783382114018,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NAN HUA HIGH SCHOOL,41 CLEMENTI AVENUE 1,129956,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,True,True,False,False,1.30809529518605,103.768561446725,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NAN HUA PRIMARY SCHOOL,30 Jalan Lempeng,128806,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,True,False,True,False,1.31920159956387,103.761095065761,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE,288683,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,True,False,True,True,1.33058326666479,103.802420979943,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NANYANG PRIMARY SCHOOL,52 KING'S ROAD,268097,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,True,False,True,False,1.32107094241153,103.807681852799,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NATIONAL JUNIOR COLLEGE,37 HILLCREST ROAD,288913,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,False,False,False,True,1.33029291072172,103.804110905425,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NEW TOWN PRIMARY SCHOOL,300 Tanglin Halt Road,148812,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.29981138884057,103.799964819895,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NEW TOWN SECONDARY SCHOOL,1020 DOVER ROAD,139657,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.30977590011357,103.77318863421,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NORTHLIGHT SCHOOL,151 Towner Road,327830,SPECIALISED SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY,False,False,False,False,1.3191002158167,103.85575955353,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,20 Clementi Avenue 1,129957,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,False,False,False,True,1.30656448055686,103.769365156929,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
OUTRAM SECONDARY SCHOOL,3 YORK HILL,168622,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.28651357464735,103.837127264403,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE,597610,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,DOUBLE SESSION,PRIMARY,True,False,False,False,1.33807302121151,103.776250903095,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
PEI TONG PRIMARY SCHOOL,15 CLEMENTI AVENUE 5,129857,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.31666529308968,103.767438999533,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
QUEENSTOWN PRIMARY SCHOOL,310 MARGARET DR,149303,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.29552905587752,103.807648475656,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
QUEENSTOWN SECONDARY SCHOOL,1 STRATHMORE ROAD,148800,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.29352126774652,103.813190980055,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
QUEENSWAY SECONDARY SCHOOL,2A MARGARET DRIVE,149295,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,False,1.30022271592188,103.802207291625,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
RAFFLES GIRLS' PRIMARY SCHOOL,21 Hillcrest Road,289072,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,False,False,True,False,1.33004178068277,103.806397828938,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
RAFFLES INSTITUTION,1 RAFFLES INSTITUTION LANE,575954,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,False,False,True,True,1.34629045013358,103.843620247231,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN,237993,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.29418347842837,103.836018941571,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1 Technology Drive,138572,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY,False,False,False,False,1.31292810600277,103.774011529322,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
"SCHOOL OF THE ARTS, SINGAPORE",1 Zubir Said Drive,227968,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,False,False,False,False,1.29936480411316,103.848687419363,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD,309437,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY,False,False,False,True,1.3206340835184,103.828164966953,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
ST. JOSEPH'S INSTITUTION,38 MALCOLM ROAD,308274,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,False,False,False,True,1.32365313490152,103.828498974985,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
ZHANGDE PRIMARY SCHOOL,51 Jalan Membina,169485,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.28421153855474,103.825951884637,3,44,7,4,8,10,15.9,9.1,18.2,22.7,1.3092655420927872,103.80754758169346
ANCHOR GREEN PRIMARY SCHOOL,31 Anchorvale Drive,544969,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39036998654612,103.887165375933,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
ANDERSON PRIMARY SCHOOL,19 ANG MO KIO AVE 9,569785,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38419941907925,103.841411716006,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
ANG MO KIO PRIMARY SCHOOL,20 ANG MO KIO AVENUE 3,569920,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36932176584608,103.839630858752,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
COMPASSVALE PRIMARY SCHOOL,21 COMPASSVAE STREET,545091,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39444529636566,103.897812229905,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
EDGEFIELD PRIMARY SCHOOL,41 EDGEFIELD PLAINS,828869,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40009139510996,103.907847599114,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
ELIAS PARK PRIMARY SCHOOL,11 PASIR RIS STREET 52,518866,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37505696315817,103.945289416873,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
FERN GREEN PRIMARY SCHOOL,70 Fernvale Link,797538,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39726966050479,103.880330305684,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
FERNVALE PRIMARY SCHOOL,1 Fernvale Lane,797701,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39030227963797,103.874445458032,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
FIRST TOA PAYOH PRIMARY SCHOOL,7 LORONG 8 TOA PAYOH,319252,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.34032299499938,103.855529906182,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
GREENDALE PRIMARY SCHOOL,50 Edgedale Plains,828848,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39648195114256,103.91233462071,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
HOLY INNOCENTS' PRIMARY SCHOOL,5 Lorong Low Koon,536451,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,True,False,False,False,1.36693830877349,103.894114899795,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
HORIZON PRIMARY SCHOOL,61 Edgedale Plains,828819,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.399550034492,103.913404855665,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
HOUGANG PRIMARY SCHOOL,1 HOUGANG ST 93,534238,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37738245231461,103.880805274557,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
JING SHAN PRIMARY SCHOOL,5 ANG MO KIO ST 52,569228,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37196445720109,103.851763531681,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
MAYFLOWER PRIMARY SCHOOL,200 Ang Mo Kio Avenue 5,569878,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37637683547682,103.843252803742,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
MEE TOH SCHOOL,21 EDGEDALE PLAINS,828867,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39485356081865,103.90857257736,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
MERIDIAN PRIMARY SCHOOL,20 PASIR RIS ST 71,518798,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37550677054835,103.934953276155,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK,545080,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39221149906592,103.891180928186,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
NORTH SPRING PRIMARY SCHOOL,1 RIVERVALE STREET,545088,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38706146494859,103.903202683028,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
NORTH VISTA PRIMARY SCHOOL,20 Compassvale Link,544974,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38255066171151,103.89626457548,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
NORTHSHORE PRIMARY SCHOOL,30 Northshore Drive,828671,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.41842322079348,103.905147201163,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
OASIS PRIMARY SCHOOL,71 Edgefield Plains,828716,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40507184758584,103.911200193835,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PALM VIEW PRIMARY SCHOOL,150 Compassvale Bow,544822,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38376923022123,103.891354675017,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PARK VIEW PRIMARY SCHOOL,60 PASIR RIS DRIVE 1,519524,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37801687647812,103.9392021807,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PUNGGOL COVE PRIMARY SCHOOL,52 Sumang Walk,828674,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.41158455562454,103.89890448429,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PUNGGOL GREEN PRIMARY SCHOOL,98 Punggol Walk,828772,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40172590450528,103.898794262307,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8,538787,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.37820062547641,103.894667159512,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
PUNGGOL VIEW PRIMARY SCHOOL,9 Punggol Place,828845,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.40505250226058,103.905299026568,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE,545092,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39333506298213,103.904545253288,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
ROSYTH SCHOOL,21 Serangoon North Avenue 4,555855,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,True,False,1.3728583654058,103.87477170399,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
SENG KANG PRIMARY SCHOOL,21 COMPASSVALE WALK,545166,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.38925044778224,103.899527879229,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
SENGKANG GREEN PRIMARY SCHOOL,15 Fernvale Road,797636,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.3925400930811,103.874984869551,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
SPRINGDALE PRIMARY SCHOOL,71 Anchorvale Link,544799,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.39528544463377,103.889416413501,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
TECK GHEE PRIMARY SCHOOL,1 ANG MO KIO STREET 32,569299,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,False,False,False,False,1.36565018546903,103.851009800453,0,42,1,0,1,0,2.4,0.0,2.4,0.0,1.3841961334836543,103.88966915933524
